;article_name;country;region;revision_id;article_quality;population
31596;Zübeyir Aydar;Turkey;ASIA;791144594.0;Start;83.73700000000001
31597;Mübeccel Göktuna;Turkey;ASIA;791175381.0;Stub;83.73700000000001
31598;Gülkız Ürbül;Turkey;ASIA;791176002.0;Start;83.73700000000001
31599;Kemal Türkler;Turkey;ASIA;791297248.0;Stub;83.73700000000001
31600;Celal Adan;Turkey;ASIA;791322856.0;Stub;83.73700000000001
31601;Ayla Akat Ata;Turkey;ASIA;791322982.0;Stub;83.73700000000001
31602;Halil Akıncı;Turkey;ASIA;791323082.0;Stub;83.73700000000001
31603;İhsan Arslan;Turkey;ASIA;791323293.0;Stub;83.73700000000001
31604;Emine Ayna;Turkey;ASIA;791323494.0;Start;83.73700000000001
31605;Sevahir Bayındır;Turkey;ASIA;791323659.0;Stub;83.73700000000001
31606;Kemal Cenap Berksoy;Turkey;ASIA;791323773.0;Stub;83.73700000000001
31607;İsmail Bilen;Turkey;ASIA;791324225.0;Stub;83.73700000000001
31608;Yaşar Halit Çevik;Turkey;ASIA;791324539.0;Stub;83.73700000000001
31609;Ahmet Dağtekin;Turkey;ASIA;791324666.0;Stub;83.73700000000001
31610;Nurettin Demirtaş;Turkey;ASIA;791324756.0;Stub;83.73700000000001
31611;Mustafa Destici;Turkey;ASIA;791327418.0;Stub;83.73700000000001
31612;Bilal Macit;Turkey;ASIA;791414062.0;Start;83.73700000000001
31613;Önder Sav;Turkey;ASIA;791464760.0;Stub;83.73700000000001
31614;Fahri Kasırga;Turkey;ASIA;791624020.0;Stub;83.73700000000001
31615;Ünal Erkan;Turkey;ASIA;791626128.0;Stub;83.73700000000001
31616;Birsel Lemke;Turkey;ASIA;791781211.0;Stub;83.73700000000001
31617;Mehmet Ocaktan;Turkey;ASIA;791781335.0;Stub;83.73700000000001
31618;Hanefi Mahçiçek;Turkey;ASIA;791781597.0;Stub;83.73700000000001
31619;Ecmel Kutay;Turkey;ASIA;791781699.0;Stub;83.73700000000001
31620;Filiz Koçali;Turkey;ASIA;791781817.0;Start;83.73700000000001
31621;Emre Köprülü;Turkey;ASIA;791781920.0;Stub;83.73700000000001
31622;Mustafa Tuncer;Turkey;ASIA;791782151.0;Start;83.73700000000001
31623;Mehmet Müezzinoğlu;Turkey;ASIA;791935428.0;C;83.73700000000001
31624;İsmet Yılmaz;Turkey;ASIA;791955886.0;Start;83.73700000000001
31625;Beril Dedeoğlu;Turkey;ASIA;792071122.0;C;83.73700000000001
31626;Ayşenur İslam;Turkey;ASIA;792072764.0;C;83.73700000000001
31627;Nabi Avcı;Turkey;ASIA;792214736.0;Start;83.73700000000001
31628;Ahmet Türk;Turkey;ASIA;792261880.0;Start;83.73700000000001
31629;Süleyman Yağcıoğlu;Turkey;ASIA;792269185.0;Stub;83.73700000000001
31630;Murat Karayalçın;Turkey;ASIA;792309300.0;Start;83.73700000000001
31631;Ahmet Reyiz Yılmaz;Turkey;ASIA;792644443.0;Start;83.73700000000001
31632;Electoral history of Recep Tayyip Erdoğan;Turkey;ASIA;792820066.0;C;83.73700000000001
31633;List of party leaders in Turkey;Turkey;ASIA;792820240.0;Start;83.73700000000001
31634;Meral Danış Beştaş;Turkey;ASIA;792851404.0;Stub;83.73700000000001
31635;Orhan Taşanlar;Turkey;ASIA;793230605.0;Stub;83.73700000000001
31636;Orhan Doğan;Turkey;ASIA;793231217.0;Stub;83.73700000000001
31637;Hatip Dicle;Turkey;ASIA;793231417.0;Start;83.73700000000001
31638;Osman Durmuş;Turkey;ASIA;793231952.0;Stub;83.73700000000001
31639;Alpaslan Pehlivanlı;Turkey;ASIA;793232622.0;Stub;83.73700000000001
31640;Tevhit Karakaya;Turkey;ASIA;793234219.0;Stub;83.73700000000001
31641;Cem Toker;Turkey;ASIA;793448833.0;Start;83.73700000000001
31642;Fatma Girik;Turkey;ASIA;793524431.0;Start;83.73700000000001
31643;Kaya Erdem;Turkey;ASIA;793534266.0;Stub;83.73700000000001
31644;Zeynep Karahan Uslu;Turkey;ASIA;793539164.0;Start;83.73700000000001
31645;Cahit Kıraç;Turkey;ASIA;793547842.0;Stub;83.73700000000001
31646;Oğuz Tezmen;Turkey;ASIA;794163446.0;Stub;83.73700000000001
31647;Özdem Sanberk;Turkey;ASIA;794417793.0;Stub;83.73700000000001
31648;İsmail Hakki Akansel;Turkey;ASIA;794499513.0;Stub;83.73700000000001
31649;Hikmet Sami Türk;Turkey;ASIA;795051608.0;Start;83.73700000000001
31650;Turhan Tayan;Turkey;ASIA;795051808.0;Stub;83.73700000000001
31651;Atay Aktuğ;Turkey;ASIA;795204231.0;Stub;83.73700000000001
31652;Aydemir Güler;Turkey;ASIA;795451785.0;Stub;83.73700000000001
31653;Dogan Kımıllı;Turkey;ASIA;795464727.0;Start;83.73700000000001
31654;Jülide Sarıeroğlu;Turkey;ASIA;795470204.0;Start;83.73700000000001
31655;Atila Emek;Turkey;ASIA;795471289.0;Stub;83.73700000000001
31656;Nurettin Sözen;Turkey;ASIA;795471822.0;Stub;83.73700000000001
31657;Selma Gürkan;Turkey;ASIA;795472052.0;Stub;83.73700000000001
31658;Haluk Pekşen;Turkey;ASIA;795472119.0;Stub;83.73700000000001
31659;İhsan Sabri Çağlayangil;Turkey;ASIA;795545520.0;Start;83.73700000000001
31660;Mahmut Esat Bozkurt;Turkey;ASIA;795786828.0;C;83.73700000000001
31661;Namık Tan;Turkey;ASIA;795937822.0;Stub;83.73700000000001
31662;Nabi Şensoy;Turkey;ASIA;795937864.0;Stub;83.73700000000001
31663;Aydın Güven Gürkan;Turkey;ASIA;795980437.0;Start;83.73700000000001
31664;Bekir Bozdağ;Turkey;ASIA;796989091.0;Start;83.73700000000001
31665;Şevket Dağ;Turkey;ASIA;797401407.0;Start;83.73700000000001
31666;Numan Kurtulmuş;Turkey;ASIA;797734394.0;Start;83.73700000000001
31667;Nurettin Canikli;Turkey;ASIA;797761507.0;Start;83.73700000000001
31668;Hasan Gerçeker;Turkey;ASIA;797818899.0;Start;83.73700000000001
31669;Necmettin Erbakan;Turkey;ASIA;797846515.0;C;83.73700000000001
31670;Bülent Ulusu;Turkey;ASIA;797846792.0;Stub;83.73700000000001
31671;Nihat Erim;Turkey;ASIA;797846932.0;C;83.73700000000001
31672;Hüseyin Kalkan;Turkey;ASIA;798265875.0;Start;83.73700000000001
31673;Tayfur Sökmen;Turkey;ASIA;798379022.0;Stub;83.73700000000001
31674;Bahriye Üçok;Turkey;ASIA;798489006.0;Start;83.73700000000001
31675;Ahmet Fikri Tüzer;Turkey;ASIA;798499769.0;Stub;83.73700000000001
31676;Osman Pepe;Turkey;ASIA;798636690.0;Stub;83.73700000000001
31677;Süleyman Soylu;Turkey;ASIA;799161514.0;Start;83.73700000000001
31678;Sinan Oğan;Turkey;ASIA;799399009.0;Start;83.73700000000001
31679;Aylin Nazlıaka;Turkey;ASIA;799464158.0;Start;83.73700000000001
31680;Pervin Buldan;Turkey;ASIA;799504371.0;Start;83.73700000000001
31681;Ravza Kavakçı Kan;Turkey;ASIA;799566947.0;Stub;83.73700000000001
31682;Bülent Tezcan;Turkey;ASIA;799574700.0;Stub;83.73700000000001
31683;Hasan Saka;Turkey;ASIA;799731471.0;Start;83.73700000000001
31684;Barış Sulu;Turkey;ASIA;801461330.0;Stub;83.73700000000001
31685;Serpil Kemalbay;Turkey;ASIA;801560767.0;Start;83.73700000000001
31686;Emre Taner;Turkey;ASIA;801603673.0;Start;83.73700000000001
31687;Sheikh Said;Turkey;ASIA;801738918.0;Start;83.73700000000001
31688;Cemîl Bayik;Turkey;ASIA;802014599.0;Start;83.73700000000001
31689;Erkan Mumcu;Turkey;ASIA;802304551.0;Start;83.73700000000001
31690;Nezihe Muhiddin;Turkey;ASIA;802435250.0;Start;83.73700000000001
31691;Muhib Efendi;Turkey;ASIA;802436516.0;Stub;83.73700000000001
31692;Ibrahim Heski;Turkey;ASIA;802439962.0;Start;83.73700000000001
31693;Ihsan Nuri;Turkey;ASIA;802439965.0;C;83.73700000000001
31694;Celadet Bedir Khan;Turkey;ASIA;802441246.0;C;83.73700000000001
31695;Reşit Ronabar;Turkey;ASIA;802442826.0;Stub;83.73700000000001
31696;Şükrullah;Turkey;ASIA;802443789.0;Stub;83.73700000000001
31697;Besim Bey;Turkey;ASIA;802444374.0;Stub;83.73700000000001
31698;Emmanuel Carasso;Turkey;ASIA;802444383.0;Start;83.73700000000001
31699;Reşat Nuri Güntekin;Turkey;ASIA;802445420.0;Start;83.73700000000001
31700;Hüseyin Rahmi Gürpınar;Turkey;ASIA;802445423.0;Stub;83.73700000000001
31701;Mustafa Arif Deymer;Turkey;ASIA;802446425.0;Start;83.73700000000001
31702;Halet Efendi;Turkey;ASIA;802446585.0;Start;83.73700000000001
31703;Ahmet Kurtcebe Alptemoçin;Turkey;ASIA;802471773.0;Stub;83.73700000000001
31704;Mesut Yılmaz;Turkey;ASIA;802472019.0;C;83.73700000000001
31705;Güneş Taner;Turkey;ASIA;802472073.0;C;83.73700000000001
31706;Kâmran İnan;Turkey;ASIA;802472288.0;Start;83.73700000000001
31707;Fikri Sağlar;Turkey;ASIA;802472547.0;Start;83.73700000000001
31708;Mehmet Altınsoy;Turkey;ASIA;802473028.0;Start;83.73700000000001
31709;Namık Kemal Zeybek;Turkey;ASIA;802473087.0;Start;83.73700000000001
31710;Şükrü Sina Gürel;Turkey;ASIA;802473191.0;Start;83.73700000000001
31711;Tayyibe Gülek;Turkey;ASIA;802473500.0;Start;83.73700000000001
31712;Mehmet Aydın;Turkey;ASIA;802473602.0;Stub;83.73700000000001
31713;Beşir Atalay;Turkey;ASIA;802473685.0;Start;83.73700000000001
31714;Nimet Baş;Turkey;ASIA;802473991.0;Start;83.73700000000001
31715;Hayati Yazıcı;Turkey;ASIA;802474161.0;Start;83.73700000000001
31716;Nazım Ekren;Turkey;ASIA;802474287.0;Start;83.73700000000001
31717;Selma Aliye Kavaf;Turkey;ASIA;802474445.0;Start;83.73700000000001
31718;Faruk Çelik;Turkey;ASIA;802474664.0;Start;83.73700000000001
31719;Murat Başesgioğlu;Turkey;ASIA;802474730.0;Start;83.73700000000001
31720;Faruk Nafız Özak;Turkey;ASIA;802474831.0;Stub;83.73700000000001
31721;Leyla Zana;Turkey;ASIA;802527591.0;C;83.73700000000001
31722;Doğu Perinçek;Turkey;ASIA;802565149.0;C;83.73700000000001
31723;Tansu Çiller;Turkey;ASIA;802594425.0;C;83.73700000000001
31724;Women in Turkish politics;Turkey;ASIA;802611330.0;GA;83.73700000000001
31725;Fatma Kurtulan;Turkey;ASIA;802839303.0;Start;83.73700000000001
31726;Fatma Şahin;Turkey;ASIA;803079488.0;Start;83.73700000000001
31727;Figen Yüksekdağ;Turkey;ASIA;803104022.0;Start;83.73700000000001
31728;Önay Alpago;Turkey;ASIA;803220688.0;Start;83.73700000000001
31729;İmren Aykut;Turkey;ASIA;803236910.0;Start;83.73700000000001
31730;Celalettin Arif;Turkey;ASIA;803406472.0;Start;83.73700000000001
31731;Bülent Ecevit;Turkey;ASIA;803502478.0;C;83.73700000000001
31732;Şafak Pavey;Turkey;ASIA;803591869.0;C;83.73700000000001
31733;Osman Baydemir;Turkey;ASIA;804107345.0;C;83.73700000000001
31734;Halide Edib Adıvar;Turkey;ASIA;804194911.0;C;83.73700000000001
31735;Rahşan Ecevit;Turkey;ASIA;804195428.0;Start;83.73700000000001
31736;Emre Gönensay;Turkey;ASIA;804195534.0;Stub;83.73700000000001
31737;Coşkun Kırca;Turkey;ASIA;804195898.0;Start;83.73700000000001
31738;Muammer Aksoy;Turkey;ASIA;804365295.0;Start;83.73700000000001
31739;Adnan Menderes;Turkey;ASIA;804615621.0;C;83.73700000000001
31740;Ahmet Taner Kışlalı;Turkey;ASIA;804657846.0;Start;83.73700000000001
31741;Fatma Betül Sayan Kaya;Turkey;ASIA;804799275.0;Start;83.73700000000001
31742;Cihan Alptekin;Turkey;ASIA;804867281.0;Stub;83.73700000000001
31743;Alexander Karatheodori Pasha;Turkey;ASIA;804913092.0;Start;83.73700000000001
31744;Burhan Asaf Belge;Turkey;ASIA;805063950.0;Stub;83.73700000000001
31745;Yakub Kadri Karaosmanoğlu;Turkey;ASIA;805064250.0;Start;83.73700000000001
31746;Fethi Okyar;Turkey;ASIA;805075063.0;Start;83.73700000000001
31747;Falih Rıfkı Atay;Turkey;ASIA;805137681.0;Start;83.73700000000001
31748;Celâl Bayar;Turkey;ASIA;805143308.0;C;83.73700000000001
31749;Kamuran Alî Bedirxan;Turkey;ASIA;805259264.0;Start;83.73700000000001
31750;Taha Carım;Turkey;ASIA;805267943.0;Start;83.73700000000001
31751;Kemal Kılıçdaroğlu;Turkey;ASIA;805343199.0;C;83.73700000000001
31752;Mina Urgan;Turkey;ASIA;805492136.0;C;83.73700000000001
31753;Halil Menteşe;Turkey;ASIA;805593781.0;Stub;83.73700000000001
31754;Necmettin Sadak;Turkey;ASIA;805593971.0;Start;83.73700000000001
31755;Abdülhalik Renda;Turkey;ASIA;805613428.0;C;83.73700000000001
31756;Suat Hayri Ürgüplü;Turkey;ASIA;805617951.0;Start;83.73700000000001
31757;Mevlüt Uysal;Turkey;ASIA;805653412.0;Stub;83.73700000000001
31758;Yıldırım Akbulut;Turkey;ASIA;805680067.0;Start;83.73700000000001
31759;Selin Sayek Böke;Turkey;ASIA;805825234.0;Start;83.73700000000001
31760;Triple murder of Kurds activists in Paris;Turkey;ASIA;805855954.0;C;83.73700000000001
31761;Murat Karayılan;Turkey;ASIA;806008033.0;Start;83.73700000000001
31762;Mehmet Emin Yurdakul;Turkey;ASIA;806054843.0;Start;83.73700000000001
31763;Deniz Baykal;Turkey;ASIA;806097547.0;C;83.73700000000001
31764;Ali Bozer;Turkey;ASIA;806204448.0;Start;83.73700000000001
31765;Emine Ülker Tarhan;Turkey;ASIA;806220286.0;Start;83.73700000000001
31766;Mahmud Muhtar Pasha;Turkey;ASIA;806282436.0;Start;83.73700000000001
31767;İsmet İnönü;Turkey;ASIA;806303791.0;C;83.73700000000001
31768;Aysel Baykal;Turkey;ASIA;806418897.0;Start;83.73700000000001
31769;Güler İleri;Turkey;ASIA;806424346.0;Stub;83.73700000000001
31770;Işılay Saygın;Turkey;ASIA;806425607.0;Start;83.73700000000001
31771;Nermin Neftçi;Turkey;ASIA;806429814.0;Start;83.73700000000001
31772;Ali Rana Tarhan;Turkey;ASIA;806525047.0;Start;83.73700000000001
31773;Fuat Necati Öncel;Turkey;ASIA;806558182.0;Start;83.73700000000001
31774;Hatı Çırpan;Turkey;ASIA;806638710.0;Start;83.73700000000001
31775;Kâzım Karabekir;Turkey;ASIA;806662857.0;C;83.73700000000001
31776;Hüseyin Hilmi;Turkey;ASIA;806673685.0;C;83.73700000000001
31777;Hande Özsan Bozatlı;Turkey;ASIA;806832299.0;Start;83.73700000000001
31778;Süleyman Demirel;Turkey;ASIA;806914170.0;C;83.73700000000001
31779;Merve Kavakçı;Turkey;ASIA;806976735.0;Start;83.73700000000001
31780;Abdullah Öcalan;Turkey;ASIA;807249552.0;GA;83.73700000000001
31781;Meral Akşener;Turkey;ASIA;807269880.0;Start;83.73700000000001
31782;Gültan Kışanak;Turkey;ASIA;807275900.0;Start;83.73700000000001
31783;Gün Sazak;Turkey;ASIA;807276320.0;GA;83.73700000000001
31784;Adem Somyurek;Turkey;ASIA;807332081.0;Start;83.73700000000001
31785;Mustafa Suphi;Turkey;ASIA;807394220.0;C;83.73700000000001
31786;Hakan Şükür;Turkey;ASIA;807460224.0;C;83.73700000000001
31787;Tunahan Kuzu;Turkey;ASIA;807475476.0;Start;83.73700000000001
31788;Horace Mann Thu-Jaune;Madagascar;AFRICA;670134982.0;Stub;27.691
31789;Lininy;Madagascar;AFRICA;671483959.0;Stub;27.691
31790;Rasoanaivo;Madagascar;AFRICA;671895550.0;Stub;27.691
31791;Christian Rémi Richard;Madagascar;AFRICA;710866616.0;Stub;27.691
31792;Azaly Ben Marofo;Madagascar;AFRICA;712645424.0;Stub;27.691
31793;Francisque Ravony;Madagascar;AFRICA;714371017.0;Stub;27.691
31794;Tahiry Mosa;Madagascar;AFRICA;715475421.0;Stub;27.691
31795;Mamy Ranaivoniarivo;Madagascar;AFRICA;716122985.0;Stub;27.691
31796;Mahasumpo Raveloson;Madagascar;AFRICA;720064810.0;Stub;27.691
31797;Rainitsimbazafy;Madagascar;AFRICA;721309335.0;Stub;27.691
31798;Parson Zazaharivelo Rakotovazaha;Madagascar;AFRICA;726598829.0;Stub;27.691
31799;Bruno Rajaonson;Madagascar;AFRICA;726598846.0;Stub;27.691
31800;Bruno Josvah Randrianantenaina;Madagascar;AFRICA;726598858.0;Stub;27.691
31801;Rémi (politician);Madagascar;AFRICA;726598895.0;Stub;27.691
31802;Barijaona Andriambelosoa;Madagascar;AFRICA;726598947.0;Stub;27.691
31803;Jean-Claude Rakotonirina;Madagascar;AFRICA;726599007.0;Stub;27.691
31804;Bary Jacobson Hoyme Ratsimbazafy;Madagascar;AFRICA;726599054.0;Stub;27.691
31805;Gaston Rakotobezanahary;Madagascar;AFRICA;726599155.0;Stub;27.691
31806;Abdoul Fatah (Malagasy politician);Madagascar;AFRICA;726599171.0;Stub;27.691
31807;Hassan Aly;Madagascar;AFRICA;726599183.0;Stub;27.691
31808;Olivier Donat Andriamahefaparany;Madagascar;AFRICA;726599216.0;Stub;27.691
31809;Barison Claude Andriambololona;Madagascar;AFRICA;726599225.0;Stub;27.691
31810;Jean Paul Honoré Andrianantenaina;Madagascar;AFRICA;726599241.0;Stub;27.691
31811;Solofo Andrianjafimahatratra;Madagascar;AFRICA;726599267.0;Stub;27.691
31812;Jean David Baba;Madagascar;AFRICA;726599328.0;Stub;27.691
31813;André Baozandrivelo;Madagascar;AFRICA;726599349.0;Stub;27.691
31814;Bemamy Beriziky;Madagascar;AFRICA;726599360.0;Stub;27.691
31815;Jocelyn Borida;Madagascar;AFRICA;726599396.0;Stub;27.691
31816;Nizar Dramsy;Madagascar;AFRICA;726599431.0;Stub;27.691
31817;Botomananatsara;Madagascar;AFRICA;726599472.0;Stub;27.691
31818;Longin Louis Fanantera;Madagascar;AFRICA;726599523.0;Stub;27.691
31819;Razafitiana Auguste Jaonarison;Madagascar;AFRICA;726599547.0;Stub;27.691
31820;Félix Ramboahangison;Madagascar;AFRICA;726599565.0;Stub;27.691
31821;Anique Chantal Kembazanany;Madagascar;AFRICA;726599577.0;Stub;27.691
31822;Bernard Koto;Madagascar;AFRICA;726599594.0;Stub;27.691
31823;Janvier Maharangy;Madagascar;AFRICA;726599651.0;Stub;27.691
31824;Armand Mahatafa;Madagascar;AFRICA;726599672.0;Stub;27.691
31825;Clermont Gervais Mahazaka;Madagascar;AFRICA;726599686.0;Stub;27.691
31826;Norbert Mamangy;Madagascar;AFRICA;726599697.0;Stub;27.691
31827;Fabergé Gabriel Mamitiana;Madagascar;AFRICA;726599708.0;Stub;27.691
31828;Mampihao;Madagascar;AFRICA;726599739.0;Stub;27.691
31829;Bénoît Mamy;Madagascar;AFRICA;726599766.0;Stub;27.691
31830;Florent Parfait Mana;Madagascar;AFRICA;726599783.0;Stub;27.691
31831;Célestin Manasoa;Madagascar;AFRICA;726599813.0;Stub;27.691
31832;Rakoto Joseph Nirina Lamboarivel;Madagascar;AFRICA;726599852.0;Stub;27.691
31833;Louis Bernard Rakotomanga;Madagascar;AFRICA;726599866.0;Stub;27.691
31834;Martin Rafidison;Madagascar;AFRICA;726599883.0;Stub;27.691
31835;Andrianantoandro Raharinaivo;Madagascar;AFRICA;726600077.0;Stub;27.691
31836;Hery Setaharinaivomanjato Raharisaina;Madagascar;AFRICA;726600128.0;Stub;27.691
31837;Francis Tamisy Raharison;Madagascar;AFRICA;726600152.0;Stub;27.691
31838;Eistein Rajaonary;Madagascar;AFRICA;726600165.0;;27.691
31839;William René Rakoto Mahefarinoro;Madagascar;AFRICA;726600179.0;Stub;27.691
31840;Joelison Emanoela Rakotoarimanana;Madagascar;AFRICA;726600198.0;Stub;27.691
31841;Andriantsilavo Frédéric Rakotomalala;Madagascar;AFRICA;726600234.0;Stub;27.691
31842;François Emile Rakotomalala;Madagascar;AFRICA;726600247.0;Stub;27.691
31843;Mamisoa Rakotomandimbindraibe;Madagascar;AFRICA;726600263.0;Stub;27.691
31844;Edmond Rodin Georges Rakotomanjato;Madagascar;AFRICA;726600293.0;Stub;27.691
31845;Joseph Rakotomazava;Madagascar;AFRICA;726600307.0;Stub;27.691
31846;Jean Ernest Rakotomiandrisoa;Madagascar;AFRICA;726600325.0;Stub;27.691
31847;Aimé Rakotondrajaona;Madagascar;AFRICA;726600341.0;Stub;27.691
31848;Lova Adrien Marie Rakotoniaina;Madagascar;AFRICA;726600370.0;Stub;27.691
31849;Harijaona Lovanantenaina Rakotonirina;Madagascar;AFRICA;726600400.0;Stub;27.691
31850;Joe Ernest Rakotonirina;Madagascar;AFRICA;726600432.0;Stub;27.691
31851;Jean Ernest Rakotonomenjanahary;Madagascar;AFRICA;726600443.0;Stub;27.691
31852;Hubert Rakotoson;Madagascar;AFRICA;726600449.0;Stub;27.691
31853;Raymond Rakotozandry;Madagascar;AFRICA;726600463.0;Stub;27.691
31854;Hajanirina Lanto Ramaherijaona;Madagascar;AFRICA;726600497.0;Stub;27.691
31855;Benjamin Ramamonjisoa;Madagascar;AFRICA;726600558.0;Stub;27.691
31856;Tsimisotry Ramanantsoa;Madagascar;AFRICA;726600578.0;Stub;27.691
31857;Todisaina Raymond Ramarolahy;Madagascar;AFRICA;726600605.0;Stub;27.691
31858;Jules Henri Randriamaholison;Madagascar;AFRICA;726600653.0;Stub;27.691
31859;José Martial Ranaivo;Madagascar;AFRICA;726600673.0;Stub;27.691
31860;Sylvestre Ranaivo;Madagascar;AFRICA;726600711.0;Stub;27.691
31861;Andrianavalona Fanomezanjaka Pierrot Ranaivoson;Madagascar;AFRICA;726600725.0;Stub;27.691
31862;Ramilison Randriamampianina;Madagascar;AFRICA;726600751.0;Stub;27.691
31863;Modeste Randriamanantena;Madagascar;AFRICA;726600775.0;Stub;27.691
31864;Rodolphe Gabriel Randriamanantena;Madagascar;AFRICA;726600804.0;Stub;27.691
31865;Félix Randriamandimbisoa;Madagascar;AFRICA;726600833.0;Stub;27.691
31866;Olivier Antonny José Randrianantenaina;Madagascar;AFRICA;726608101.0;Stub;27.691
31867;Armand Randrianarison;Madagascar;AFRICA;726608110.0;Stub;27.691
31868;Michel Randrianekena;Madagascar;AFRICA;726608152.0;Stub;27.691
31869;Guy Francis Randrianjafy;Madagascar;AFRICA;726608164.0;Stub;27.691
31870;Henri François Victor Randrianjatovo;Madagascar;AFRICA;726608181.0;Stub;27.691
31871;Andrianirina Marie Bruno Rakotoarisoa;Madagascar;AFRICA;726608196.0;Stub;27.691
31872;Léon Rasalama;Madagascar;AFRICA;726608215.0;Stub;27.691
31873;Elie Odon Fidèle Rasoanaivo;Madagascar;AFRICA;726608246.0;Stub;27.691
31874;Fidelis Justin Rasolonomenjanahary;Madagascar;AFRICA;726608284.0;Stub;27.691
31875;Georges Ratalata;Madagascar;AFRICA;726608295.0;Stub;27.691
31876;Georges Clément Ratsimbazafiarison;Madagascar;AFRICA;726608313.0;Stub;27.691
31877;Mamy Tiana Télésphore Gérard Ravelonanosy;Madagascar;AFRICA;726608329.0;Stub;27.691
31878;Jean Claude Chan Se;Madagascar;AFRICA;726608415.0;Stub;27.691
31879;Solofonantenaina Razoarimihaja;Madagascar;AFRICA;726608422.0;Stub;27.691
31880;Désiré Remahita;Madagascar;AFRICA;726608430.0;Stub;27.691
31881;André Rostand;Madagascar;AFRICA;726608460.0;Stub;27.691
31882;Mouhamed Sebany;Madagascar;AFRICA;726608475.0;Stub;27.691
31883;Bernard Tolia;Madagascar;AFRICA;726608521.0;Stub;27.691
31884;Jean Adrien Vanovason;Madagascar;AFRICA;726608573.0;Stub;27.691
31885;Rakotomandimby Stanislas Zafilahy;Madagascar;AFRICA;726608641.0;Stub;27.691
31886;Gérard Aristote Zaonarivelo;Madagascar;AFRICA;726608666.0;Stub;27.691
31887;Rémy Vincent Andrianjanaka;Madagascar;AFRICA;726638985.0;Stub;27.691
31888;Manasé Bezara;Madagascar;AFRICA;726639089.0;Stub;27.691
31889;Noël Rakotondramboa;Madagascar;AFRICA;726639127.0;Stub;27.691
31890;Raymond Ramandimbilahatra;Madagascar;AFRICA;726639180.0;Stub;27.691
31891;Jeannot Fernand;Madagascar;AFRICA;726639364.0;Stub;27.691
31892;Jean Chrysostome Randimbisoa;Madagascar;AFRICA;726639412.0;Stub;27.691
31893;Jean Baptiste Randriamaro;Madagascar;AFRICA;726639434.0;Stub;27.691
31894;Roland Ravatomanga;Madagascar;AFRICA;726639512.0;Stub;27.691
31895;René Razafiarison;Madagascar;AFRICA;726639574.0;Stub;27.691
31896;Berthin Telolahy;Madagascar;AFRICA;726639631.0;Stub;27.691
31897;Charles Ralazasoa;Madagascar;AFRICA;728358675.0;Stub;27.691
31898;Richard Andriamanjato;Madagascar;AFRICA;730738023.0;Start;27.691
31899;Benjamin Rabenorolahy;Madagascar;AFRICA;733259177.0;Stub;27.691
31900;Boniface Berthin Zakahely;Madagascar;AFRICA;738990082.0;Stub;27.691
31901;Fidson Mananjara;Madagascar;AFRICA;738990100.0;Stub;27.691
31902;Maolidy;Madagascar;AFRICA;738990108.0;Stub;27.691
31903;Jean de la Croix Ramambason;Madagascar;AFRICA;738990120.0;Stub;27.691
31904;Didier Léandre Tsiajotso;Madagascar;AFRICA;738990604.0;Stub;27.691
31905;Zafimiarina;Madagascar;AFRICA;738990608.0;Stub;27.691
31906;André Avison Tsitohery;Madagascar;AFRICA;738990614.0;Stub;27.691
31907;Christian Nestor Velo;Madagascar;AFRICA;738990619.0;Stub;27.691
31908;Marcel Velonirina;Madagascar;AFRICA;738990625.0;Stub;27.691
31909;Tovonanahary Rabetsitonta;Madagascar;AFRICA;744565520.0;Stub;27.691
31910;Monja Jaona;Madagascar;AFRICA;746610349.0;C;27.691
31911;Rainiharo;Madagascar;AFRICA;746664825.0;Start;27.691
31912;Jean Louis Robinson;Madagascar;AFRICA;746665327.0;Stub;27.691
31913;Zafilaza;Madagascar;AFRICA;747783292.0;Stub;27.691
31914;Eugène Mangalaza;Madagascar;AFRICA;748925052.0;Start;27.691
31915;Omer Beriziky;Madagascar;AFRICA;748959445.0;Stub;27.691
31916;Guy Razanamasy;Madagascar;AFRICA;749886771.0;Start;27.691
31917;Charles Sylvain Rabotoarison;Madagascar;AFRICA;750529490.0;Stub;27.691
31918;Albert Sylla;Madagascar;AFRICA;751300283.0;Start;27.691
31919;Daniel Rajakoba;Madagascar;AFRICA;753723667.0;Start;27.691
31920;Monja Roindefo;Madagascar;AFRICA;753789231.0;Start;27.691
31921;Tantely Andrianarivo;Madagascar;AFRICA;755154892.0;C;27.691
31922;Pascal Rakotomavo;Madagascar;AFRICA;755449518.0;Start;27.691
31923;Albert Camille Vital;Madagascar;AFRICA;755771030.0;Start;27.691
31924;Jonah Parfait Prezaly;Madagascar;AFRICA;755772491.0;Stub;27.691
31925;Benja Razafimahaleo;Madagascar;AFRICA;756102067.0;Stub;27.691
31926;Eric Fadola Razafimandimby;Madagascar;AFRICA;756409055.0;Stub;27.691
31927;Jonah Ranaivo;Madagascar;AFRICA;758494227.0;Stub;27.691
31928;Ranavalona II;Madagascar;AFRICA;761441904.0;B;27.691
31929;Gilles Andriamahazo;Madagascar;AFRICA;764323537.0;Stub;27.691
31930;Rainivoninahitriniony;Madagascar;AFRICA;764651280.0;C;27.691
31931;Mayors' Association;Madagascar;AFRICA;767866894.0;Stub;27.691
31932;Roger Kolo;Madagascar;AFRICA;769718831.0;Start;27.691
